
2018-03-31 18:52:58,"b""@AnnetteWardell @Lilmissmeatfree @coopuk @popeyeuk1 He's been poorly with flu, I'll have to \xf0\x9f\x98\x8b\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8aXxx but it will be hard sharing \xf0\x9f\x98\x89\xf0\x9f\x98\x89"""
2018-03-31 18:52:57,b'@sgorten Maybe Bob got the flu. They said something is going around'
2018-03-31 18:52:50,b'But where am I going to find an Easter ham'
2018-03-31 18:52:47,b'RT @SarahDa15849051: Early morning visit to Dylan \xf0\x9f\x98\x93\xf0\x9f\x92\x99\nBitter cold morning .... beautiful view across the fields \xf0\x9f\x92\x99\nI\xe2\x80\x99m allowed to say over &amp;\xe2\x80\xa6'
2018-03-31 18:52:46,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 18:52:39,"b'RT @HRVY: I\xe2\x80\x99m still alive guys, I can\xe2\x80\x99t shake this flu off\xf0\x9f\x98\x8c I\xe2\x80\x99ve legit been sick for 2 weeks'"
2018-03-31 18:52:30,b'I really want to either grill out or make an Easter dinner tomorrow'
2018-03-31 18:52:22,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 18:52:18,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 18:52:15,"b'I had six weeks to get sick - and now it\xe2\x80\x99s two days before I got to California, and I caught the flu.'"
2018-03-31 18:52:14,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 18:52:14,"b'@MarkUpsonTV Hands down joshua! He is unreal, if i can stay awake i will be watching but work and flu dont mix well\xe2\x80\xa6 https://t.co/kusTdEofMz'"
2018-03-31 18:52:13,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 18:52:07,b'RT @HRVY: Throwing a party when I get over this flu \xf0\x9f\xa4\xa7\xf0\x9f\x98\x82 but hi twitter sorry for being inactive https://t.co/FbBKg4DU1s'
2018-03-31 18:51:56,"b'RT @NickSawyerMD: Behaviors such aggression, anger, blaming, bullying, dishonesty, greed, narcissism, negativity, profanity and incivility\xe2\x80\xa6'"
2018-03-31 18:51:48,b'Once I recover from the flu it\xe2\x80\x99s over for u bitchezzzzz (:'
